SensorID,Date,Temperature,SoilMoisture,pH,Fertilizer,Location
s20,3/24/2025,24.8,23,7.5,2.9,east field
s40,3/11/2025,16.3,31,7.7,1.7,NorthField
s59,4/7/2025,17,28,6.7,2.8,NORTH FIELD
s08,4/5/2025,24,9999,5.5,2.4,SOUTH FIELD
S007,28-Mar-25,29.9,44,missing,2.7,westField
s23,17-Mar-25,-16.6,56,7.4,3.7,S field
s15,4/6/2025,15.3,20,5.6,2.8,North Field
S054,20/03/2025,27.6,62,6,2.9,S field
s56,26/03/2025,24.7,50,6.3,2.1,NorthField
S036,3/28/2025,19.3,31,6,1.6,East Field
s16,3/15/2025,24.1,50,7.5,4.2,WEST FIELD
s27,2/25/2025,30.4,30,6.8,2.4,EastField
S52,3/4/2025,14.6,31,6.1,2.8,SOUTH FIELD
s50,3/31/2025,23.1,57,6.8,1.6,NorthField
S037,3/8/2025,34.7,49,6.8,0.002,east field
S044,3/26/2025,21.3,47,6.1,1147.7,West Field
S059,2-Apr-25,20.5,49,6.4,None,EastField
s27,2/26/2025,12.2,59,7.3,3.2,West Field
S038,29/03/2025,22,33,5.9,2.6,NorthField
s30,4/9/2025,27.5,46,6.2,1.5,South Field
S047,10-Apr-25,31.3,21,7.4,1.2,West Field
s45,3/13/2025,23,38,6.1,2.8,WEST FIELD
S52,3/9/2025,22.6,31,7.4,2.2,westField
S004,3/3/2025,35.8,43,7.7,1.6,Nrth Field
S22,3-Mar-25,18.4,49,6,2.5,north field
S049,3/7/2025,32.9,42,7.4,2.7,SOUTH FIELD
S26,3/20/2025,12.1,19,5.7,3.4,S field
s17,4/3/2025,17.9,53,7.3,3.5,Southfield
s42,3/13/2025,17.9,62,6.1,1.8,e field
s08,26/03/2025,26,,6.2,4,e field
S005,4/6/2025,21,59,7.8,3,Southfield
s07,3/7/2025,32.1,40,11.2,1.4,w field
S016,1-Apr-25,29,39,7.7,3.6,WEST FIELD
S34,28-Feb-25,23.1,48,7.7,3.6,Nrth Field
s48,2-Apr-25,None,64,7.3,2.8,east field
S039,3/6/2025,21.9,47,6.6,2.1,Nrth Field
s36,2/27/2025,23.7,N/A,7.5,3.3,north field
s23,3/24/2025,25.7,39,7.8,2.9,North Field
s15,3/24/2025,34.9,53,5.9,missing,Southfield
s21,3-Apr-25,missing,31,7.7,2.3,east field
S11,10-Apr-25,30.1,63,7,3.9,West Field
s60,2/25/2025,20,,7.7,4.1,EASTFIELD
s43,3/28/2025,34.3,,7.4,1.4,S field
S037,8-Mar-25,35.5,34,7,1.3,East Field
s51,4/9/2025,32.6,37,6.7,2.9,Nrth Field
s40,4/9/2025,30.1,30,7.2,2.7,n field
s20,27-Mar-25,28.9,N/A,7.5,1.3,W field
s59,3/31/2025,15.8,56,7.1,1.8,w field
s49,2-Apr-25,16.6,20,6.9,2.7,NorthField
S025,13/03/2025,31,65,5.6,3.9,westField
s7,2-Mar-25,27.3,47,7.4,2.8,W field
S059,27-Feb-25,31.6,29,6.7,4.2,W field
s34,9-Mar-25,13.6,26,7.7,1.9,East Field
s11,3/18/2025,28.3,30,5.8,2.6,S field
S44,3/4/2025,25.4,35,5.6,2.9,EastField
S17,25-Feb-25,32.3,57,6.9,3.8,NorthField
S5,3/1/2025,24.2,54,5.6,4,NORTH FIELD
S055,3/2/2025,missing,65,7.5,2.8,NorthField
S4,16/03/2025,26.8,47,None,3.5,W field
S053,26/03/2025,-94.8,50,6.5,2,Southfield
S035,7-Apr-25,15.4,62,6.9,1.3,e field
S23,13-Mar-25,35.4,29,6.2,2.5,North Field
s40,25-Mar-25,22.4,38,7.4,3.3,NorthField
s13,26/02/2025,34,missing,7.7,3.7,Nrth Field
S11,31-Mar-25,25.7,54,6.8,3,North Field
s27,4/8/2025,20.6,45,7.3,3.9,W field
s54,4/1/2025,24.4,43,5.7,3.1,east field
S38,3/27/2025,26.7,36,12,3.1,West Field
s44,27-Feb-25,25.5,51,5.6,2,East Field
s22,3/2/2025,31,39,7.4,3.2,South Field
s7,4/6/2025,30.2,48,6.2,4.1,e field
S058,6/3/2025,25.8,63,6.2,None,WEST FIELD
s22,3/19/2025,29,65,7.5,2.6,Nrth Field
S050,9-Mar-25,21.9,49,7.7,3.8,Southfield
s29,20-Mar-25,31.9,20,6.3,2.5,Nrth Field
S004,26/03/2025,23.3,9999,7.3,2,S field
S016,7-Apr-25,31.7,29,6.2,1.6,West Field
S14,3/22/2025,14.2,23,5.6,2.4,EASTFIELD
S001,4/1/2025,26,19,6.7,3.7,WEST FIELD
s24,2/3/2025,None,26,6.9,3.5,EastField
S027,15-Mar-25,32.7,58,7.3,1.3,north field
S18,4/7/2025,26,56,None,3.2,westField
S060,28-Feb-25,18.3,41,7.5,3.4,SOUTH FIELD
s40,12/3/2025,20.3,39,5.9,1.4,n field
S27,3/22/2025,32.8,53,7.8,1.7,North Field
S045,10-Apr-25,12.3,63,6.7,2.8,North Field
s20,3/4/2025,,27,6.7,missing,Southfield
s36,3/21/2025,21.5,46,6.1,1.9,east field
s46,3/17/2025,37.9,,6.7,2.4,West Field
S23,4/4/2025,15.8,63,6.9,4.2,WEST FIELD
s58,3/12/2025,547,33,6.9,2.7,e field
S055,3/3/2025,14.9,36,7.5,2.3,West Field
s30,4/2/2025,27.9,18,7.7,3.1,EASTFIELD
S056,30/03/2025,30.3,57,6.1,1.4,EastField
S14,2/25/2025,22.4,31,6.6,2.2,SOUTH FIELD
S056,22-Mar-25,35.9,41,5.7,2.2,w field
S018,4/9/2025,30.5,46,5.8,2.6,n field
s50,3/17/2025,16.6,21,7.2,N/A,east field
s12,20/03/2025,26.4,45,7.6,3.3,NORTH FIELD
S025,4-Apr-25,34.9,21,5.6,3.8,Southfield
s22,3/17/2025,37.4,48,7.3,1.8,n field
s60,3/16/2025,626.2,,7.2,2.9,EASTFIELD
S30,17/03/2025,35,43,-1.2,2.7,w field
S023,2/26/2025,30,58,5.9,2.5,SOUTH FIELD
S060,2/28/2025,24,missing,5.9,3876.7,W field
s19,2/26/2025,31.1,31,7.4,2.7,East Field
s24,3/9/2025,37.9,32,5.6,1.4,WEST FIELD
S018,9-Apr-25,25.2,45,7.2,2401.6,SOUTH FIELD
s16,3/9/2025,26.7,30,6.6,2.2,east field
S044,2/28/2025,16.1,27,N/A,3.7,north field
s25,4/1/2025,13.6,36,6.7,1.6,westField
s6,7-Mar-25,31.2,38,6.6,3.9,South Field
s16,3/30/2025,14.3,34,,3.9,South Field
S18,2/28/2025,22,33,6.8,1.7,NORTH FIELD
S007,3/24/2025,257.4,48,7.8,3.3,SOUTH FIELD
S46,4/1/2025,12.3,61,7.6,4.1,Southfield
s31,3/23/2025,13.7,32,7.2,2.6,South Field
s34,4/3/2025,25.8,9999,5.5,2.8,w field
s28,12-Mar-25,17.3,64,5.9,3.5,north field
s28,3/22/2025,33.9,47,7.4,3.1,WEST FIELD
s60,25/02/2025,17.6,57,missing,N/A,EastField
s20,3/18/2025,16,64,5.5,2.9,EastField
s18,1-Mar-25,22.5,37,5.6,3.2,WEST FIELD
s30,4/8/2025,34.2,52,7.8,N/A,SOUTH FIELD
s29,17/03/2025,30.4,39,6.2,2.7,WEST FIELD
s21,3/7/2025,20,34,7.5,3.1,WEST FIELD
S006,7/4/2025,31.8,38,7.7,2.9,NorthField
S17,27-Feb-25,32.6,23,6.6,1.6,north field
S3,2/25/2025,32.8,None,7.1,1.9,east field
s15,3/28/2025,35.8,64,7,2.3,e field
S046,2/27/2025,31.5,missing,6.1,3.4,n field
s4,3/20/2025,16.4,58,6,1.8,East Field
s9,19/03/2025,35,23,7.2,N/A,South Field
s38,3/5/2025,35.9,36,7.7,2.4,NORTH FIELD
S014,4/9/2025,N/A,61,6.2,2.9,w field
S047,26-Feb-25,35.3,57,6.9,3.7,South Field
s51,4/9/2025,16.9,60,7.3,4.1,West Field
s40,3/28/2025,12,26,6.7,1.7,NorthField
s13,4/3/2025,,47,7,3,north field
s48,4/9/2025,18.1,26,7.7,4,South Field
S23,6-Mar-25,22.5,28,5.7,4.1,Southfield
s03,3/31/2025,36.3,56,6.6,3,West Field
S56,21-Mar-25,24.2,,6.2,1.9,EASTFIELD
S020,3/25/2025,14.6,61,7.2,1.6,EASTFIELD
S026,4/2/2025,37.9,28,6.2,2.5,W field
S033,14/03/2025,35.4,,5.7,1.4,NORTH FIELD
s57,9/4/2025,34.3,33,7.3,2.5,East Field
S041,3/29/2025,25.7,38,6.4,4.1,w field
s18,10/4/2025,28,36,7.1,4.1,north field
s40,3/18/2025,33,57,7,4,South Field
S018,3/9/2025,36.7,53,6.5,1.6,S field
s58,6-Mar-25,23.6,45,5.5,1.4,north field
S035,3/4/2025,22.4,27,5.9,4.1,westField
S52,4/4/2025,32.3,18,7,1.5,Nrth Field
s32,6-Mar-25,21,54,7.6,3.6,NorthField
S11,3/15/2025,23,41,6.5,3.2,West Field
s47,2-Mar-25,17.7,45,6.8,2,n field
S049,3/10/2025,12.8,44,7.1,1.6,West Field
s27,3/15/2025,12.2,55,7.1,1.6,WEST FIELD
s35,3/7/2025,15.7,,7.4,1.4,EastField
S44,3/5/2025,17.5,N/A,7.1,1.4,e field
S060,3/11/2025,15.2,,5.8,3.6,n field
S42,3/13/2025,32.6,19,5.5,2.3,EASTFIELD
S4,4/3/2025,27.2,58,7.6,N/A,Southfield
s22,24/03/2025,18.9,41,6.3,3.4,Nrth Field
s10,12-Mar-25,31.4,33,7.5,2.3,NorthField
s60,4/5/2025,37.1,24,None,1.4,Southfield
s22,3/8/2025,27.9,33,6.3,1.9,S field
s34,16/03/2025,35.6,32,7.3,3.5,NORTH FIELD
S13,4/2/2025,22.7,30,7.2,None,WEST FIELD
S006,3/6/2025,35.4,,6,3.7,westField
S055,3/13/2025,20.7,33,5.6,3.2,West Field
s60,4/1/2025,31,59,5.6,3.6,S field
s13,3/15/2025,19.9,64,5.6,1.6,W field
s51,23-Mar-25,30.9,65,7.2,3.4,SOUTH FIELD
s55,3/30/2025,35.5,57,-0.9,3.2,EASTFIELD
S34,3/12/2025,24.1,31,7.1,3.7,EASTFIELD
S040,11-Mar-25,29.3,32,6.4,3.4,EASTFIELD
S42,4/3/2025,20.3,63,6.4,2.1,e field
s18,21-Mar-25,24.9,32,5.6,4.1,n field
s14,3/25/2025,32.4,61,7.7,2.3,EastField
S054,7-Apr-25,34.8,56,5.9,2.9,n field
s27,4/8/2025,36.9,22,5.9,4,e field
s43,10/3/2025,29.8,,7.3,3.1,EASTFIELD
S018,3/28/2025,34.3,35,5.6,3.5,EastField
S43,3/11/2025,35.1,27,6.9,4,WEST FIELD
S060,3/17/2025,28.6,46,5.9,2.2,WEST FIELD
S042,29/03/2025,35.9,54,7.4,2.9,SOUTH FIELD
s35,4/9/2025,25.1,25,6.5,2,Southfield
S036,6-Mar-25,35.8,47,6.6,1.8,South Field
s23,3-Mar-25,37.1,63,7.5,2.4,w field
S28,3/28/2025,None,9999,7.1,1.2,westField
S002,3/28/2025,25.9,53,6.7,1.6,EASTFIELD
s41,3/25/2025,37.6,20,6.9,2.8,EASTFIELD
S019,20/03/2025,33.6,43,6.8,3.7,n field
S046,3/12/2025,17.4,43,7.6,3.7,SOUTH FIELD
s35,4-Mar-25,12.3,63,6.8,2.3,westField
S7,3/16/2025,13.7,59,5.6,1.5,Southfield
S009,10/3/2025,30.3,46,6.4,2.1,north field
S038,20-Mar-25,33,27,5.9,N/A,westField
s18,4/3/2025,17.3,45,6.9,1.9,north field
s31,3/5/2025,14.8,48,6,2.8,w field
S4,25/02/2025,,51,7.8,2996.4,North Field
s41,10/4/2025,687.7,40,missing,2.7,Nrth Field
S43,3/8/2025,19.1,45,6.7,2,W field
S3,5-Apr-25,,27,5.7,1.6,S field
s36,6-Apr-25,15.7,64,6.9,4,S field
s25,20-Mar-25,15,48,6.2,3.9,NORTH FIELD
s17,4/8/2025,25,52,5.9,3.6,NorthField
S2,1/4/2025,24.9,41,7,1.3,East Field
s46,4/8/2025,28.2,55,5.8,2.3,S field
S51,3/30/2025,33.6,51,5.8,4.1,S field
S052,3/14/2025,33.3,54,5.7,3.3,n field
s35,4/5/2025,22.9,49,7.1,2.4,WEST FIELD
s24,4/3/2025,33.2,55,5.6,3.5,NORTH FIELD
s04,4/7/2025,21.5,49,5.7,N/A,east field
S030,3/8/2025,35.8,33,N/A,3.9,EastField
s60,3/2/2025,,54,6,2.5,SOUTH FIELD
s41,4/4/2025,28.1,25,6.4,3.6,westField
s09,31/03/2025,21.3,37,7.4,3.5,east field
S040,3/6/2025,26.7,61,6.3,3.5,SOUTH FIELD
s40,3/11/2025,18.4,49,6.1,3.5,SOUTH FIELD
s09,23-Mar-25,26.9,57,7.4,2.6,w field
S26,1-Apr-25,22.5,32,6.7,3.1,Nrth Field
s40,3/18/2025,-35.5,20,6.3,,EASTFIELD
S026,10-Mar-25,35.8,53,6,3.5,East Field
S052,10/3/2025,14.2,42,5.8,2.9,Southfield
S058,3/8/2025,26.5,24,5.8,1.3,East Field
S024,3/12/2025,16.8,28,6.4,2.1,EastField
s28,3/11/2025,12.3,22,6.3,3.5,w field
s56,7-Apr-25,26.7,,7.5,2.1,w field
s53,1-Mar-25,19.4,53,5.8,2.7,North Field
s51,3/7/2025,26.7,32,None,4,w field
S13,4/8/2025,28.7,56,7.5,2.6,South Field
s51,3/19/2025,21.9,44,7.2,2.6,Nrth Field
S24,3/30/2025,21.7,21,7.3,4.2,NorthField
s23,3/25/2025,25.8,None,6.8,3.5,Nrth Field
S47,4/5/2025,,62,6.8,2.2,Nrth Field
s3,3/23/2025,26.9,47,5.8,4,South Field
S6,3/6/2025,28.7,42,6.7,2.9,EastField
S025,27/03/2025,16.6,38,7.2,2.5,W field
s50,2-Mar-25,188.5,27,6.9,1.7,S field
S6,10-Apr-25,37.8,32,7.7,3.6,east field
s24,14-Mar-25,35.9,58,6.2,2.8,Nrth Field
s36,3/25/2025,12.1,32,5.5,3.5,north field
s51,3/22/2025,29.1,29,5.5,3.1,EASTFIELD
s39,25-Mar-25,34.2,30,5.9,3.5,South Field
S16,3/24/2025,31.8,39,7.1,2.7,East Field
S047,4/6/2025,34.5,39,5.8,3.9,Southfield
S36,22-Mar-25,29.5,28,6.3,2.1,North Field
S003,8-Mar-25,23.1,21,6,2.7,West Field
s08,3/10/2025,12.2,44,7.4,2,SOUTH FIELD
S23,26-Mar-25,34.5,22,11.4,2.6,EASTFIELD
S028,3/27/2025,37.1,40,7.1,2.2,EASTFIELD
S053,9-Apr-25,13.3,missing,6.3,2.1,Nrth Field
S030,3/30/2025,19.6,32,6.5,2,EastField
S055,24-Mar-25,32,44,7.2,missing,South Field
S48,3/17/2025,22,23,6.9,3.7,EASTFIELD
s25,25-Mar-25,12.8,35,7.7,3.7,east field
S055,4/1/2025,28.1,35,6.2,4.1,north field
s22,25-Feb-25,21.3,59,6.4,3.9,WEST FIELD
s25,3/15/2025,18,33,6,2.7,east field
S017,3/27/2025,29.4,50,7.5,2.6,NorthField
s15,5/3/2025,12.5,38,7.6,2.2,n field
S17,31/03/2025,24.2,52,6.7,3.7,WEST FIELD
s47,3/15/2025,13.1,46,7.3,4,Southfield
s9,3/2/2025,24.1,20,6.2,3.4,w field
s11,4/9/2025,26.8,44,7.4,1.2,W field
S56,11-Mar-25,21.4,47,5.5,3,Nrth Field
S016,4/2/2025,34.8,31,6.3,2.2,West Field
S14,4/10/2025,32.2,52,6.5,2.2,SOUTH FIELD
S054,24/03/2025,32.7,28,6.8,None,east field
S43,2/26/2025,37,N/A,7.5,3.6,n field
s03,3/31/2025,33.7,51,5.9,1.6,east field
s6,10/4/2025,19.4,28,6.5,3.3,North Field
s18,3/30/2025,18.6,63,6.5,2.2,w field
s34,6-Mar-25,36,34,6.1,1.9,NORTH FIELD
s4,9-Apr-25,37.6,21,7,1.2,east field
s22,25-Feb-25,24.7,65,5.9,1.9,e field
s56,3/22/2025,15.9,27,7.3,4,SOUTH FIELD
S9,3/7/2025,17.5,62,6.1,1.5,n field
S45,4/9/2025,18.4,39,7.6,2,East Field
s40,3/29/2025,28.3,33,7.1,3.5,West Field
s33,8-Mar-25,25.2,35,7.2,1.3,n field
s01,3/3/2025,16.5,56,6.7,3,NORTH FIELD
s39,3/24/2025,32.4,48,5.9,1.3,WEST FIELD
s32,4/6/2025,missing,39,6.5,1.3,EastField
S50,3/15/2025,26.6,missing,7.7,2.2,North Field
S49,3/21/2025,35.4,32,6.7,2.6,east field
s60,3/7/2025,15.7,,6.1,1.9,South Field
s40,3/10/2025,,N/A,6.2,1.2,NORTH FIELD
s01,2/27/2025,21.2,23,7.6,0.006,East Field
s42,3/13/2025,32.4,20,7,1.3,EastField
S009,1/4/2025,32,missing,5.6,3.6,Nrth Field
S009,4/8/2025,18.7,39,5.7,3.5,West Field
S50,3/5/2025,36,65,6.2,3.3,e field
S048,7-Apr-25,34,50,6.1,3.8,NorthField
S057,29/03/2025,30.2,23,6.7,1.3,n field
S50,3/17/2025,33.8,45,7.2,3.9,n field
S015,4/5/2025,21.6,26,7.7,1.8,w field
s18,9-Mar-25,23.2,40,5.5,3.7,WEST FIELD
S25,3/11/2025,17.8,28,7.2,3.6,W field
S050,26-Feb-25,30.2,36,6.4,1.3,West Field
S036,4/1/2025,14.8,64,7.4,3.6,north field
s40,3/8/2025,21.9,61,N/A,1.8,EastField
s3,4/9/2025,N/A,20,5.7,2.7,East Field
S006,7/3/2025,18.2,62,6.7,3.5,w field
s32,3/22/2025,12.8,30,6.3,3.9,West Field
s33,16-Mar-25,13.3,59,7.1,1.4,W field
s49,4/2/2025,32.6,35,7.4,3,westField
s15,3/29/2025,22.9,62,5.8,1.4,NORTH FIELD
s47,4/2/2025,28.6,43,6.7,1.7,EASTFIELD
s07,3/11/2025,26.1,20,None,2.3,WEST FIELD
S034,26/02/2025,None,21,6.9,,east field
S28,3/18/2025,16.5,46,5.8,2.3,NORTH FIELD
S48,3/3/2025,23,41,6.6,N/A,north field
S40,3/19/2025,35.8,54,6.1,3.7,S field
S47,18/03/2025,36.3,29,6.3,2.8,east field
S025,3/4/2025,17.2,64,6.1,2.2,WEST FIELD
s58,6/4/2025,23.9,34,6.1,3.8,east field
s32,4/1/2025,13.5,42,5.6,1.4,W field
S057,21-Mar-25,22.9,60,6.6,2.2,WEST FIELD
S053,3/20/2025,35.1,63,6.6,2.8,NORTH FIELD
s26,13-Mar-25,15.9,51,7.7,2.5,WEST FIELD
S027,30/03/2025,13.2,33,5.9,3.1,w field
S046,3/12/2025,24.1,29,6.5,2.7,east field
s15,3/12/2025,,33,5.8,3.3,n field
s42,13/03/2025,26,59,6.6,3.7,Nrth Field
S4,4/9/2025,37.4,62,5.8,2.3,NORTH FIELD
s53,2/25/2025,15.1,33,7.2,2,Nrth Field
S41,4/4/2025,33.7,20,5.7,2.4,north field
S033,3/10/2025,27.6,30,6.9,3.4,EastField
S002,4/4/2025,16.5,40,6.4,2.1,east field
S9,4/3/2025,25,37,6.3,2.5,north field
S50,3/6/2025,34.2,19,7.1,4.1,WEST FIELD
S38,3/6/2025,31.5,59,5.7,1.3,S field
S032,4/8/2025,21.4,None,6.1,2.5,East Field
S050,24-Mar-25,13.8,45,7.2,2,EASTFIELD
S017,3/16/2025,30.1,56,7,3.8,Nrth Field
s17,4/4/2025,30.3,33,7.7,4,EastField
s10,4/4/2025,37,44,7.6,3.2,Nrth Field
S036,28/02/2025,13.1,40,7.7,missing,S field
s56,5/3/2025,19.9,missing,6.4,1.9,West Field
s45,28/02/2025,13.4,39,6.8,3.3,EASTFIELD
S054,3/30/2025,25.2,47,6.7,2.7,e field
S058,14-Mar-25,34.3,55,5.8,3.6,north field
S057,2/27/2025,16.6,25,7.4,None,North Field
s27,3/28/2025,26.3,37,-1.9,1.7,e field
s20,3/3/2025,24,22,6.6,4,Southfield
S041,9/4/2025,28.3,36,6.4,2.8,e field
S48,6-Apr-25,22.2,47,,3,W field
s12,7-Apr-25,34.4,32,7.7,2.1,NORTH FIELD
S054,3/17/2025,33.9,52,5.6,2.8,e field
s56,5-Mar-25,32.7,37,6.8,1.6,West Field
s53,27/02/2025,35.4,None,5.8,1.8,North Field
S052,25/03/2025,N/A,41,7,1.4,South Field
s05,3/31/2025,17.6,42,6.1,2.7,W field
s30,3-Mar-25,19.9,27,7.1,3.4,EASTFIELD
S047,2/4/2025,36.4,27,6.3,1.6,north field
S038,3/13/2025,12.3,44,5.9,3.8,S field
S038,4/10/2025,25.9,56,5.6,4,West Field
S029,3/12/2025,31.2,44,6.8,2.1,South Field
S057,11/3/2025,31.5,50,6.4,4.2,W field
s56,3/13/2025,21.9,41,5.8,1.8,Nrth Field
s23,3/6/2025,26.4,37,6.6,3.2,W field
S018,21-Mar-25,30.8,28,7.4,1.7,Southfield
s03,4/10/2025,23.1,44,7,1.9,westField
S18,18-Mar-25,15.5,40,5.8,1.6,SOUTH FIELD
s45,1/3/2025,34.5,61,6.7,4,S field
s41,19/03/2025,N/A,62,6.2,2,East Field
S020,4/2/2025,25.4,35,7.4,1.7,east field
s1,18/03/2025,28.1,28,7.1,3.9,Nrth Field
s39,3/20/2025,30,60,7.1,2.2,East Field
s13,4/1/2025,27.5,46,5.6,2.7,EastField
S23,2/25/2025,23.3,33,6.5,3.3,w field
s19,8-Apr-25,27.6,46,6.8,1.6,north field
s57,4/1/2025,16.5,27,6.6,2.1,EASTFIELD
s46,24-Mar-25,12.5,48,6.7,3.8,Southfield
s11,3/26/2025,31.7,missing,6.5,1.7,SOUTH FIELD
s19,8-Mar-25,17.4,31,7,2.3,EASTFIELD
s2,1/4/2025,12.4,33,7,1.6,SOUTH FIELD
S060,4/5/2025,23.7,36,6.6,1.4,NorthField
s49,2/4/2025,29,N/A,0.9,2.3,S field
s40,27/03/2025,N/A,65,6.2,3.5,north field
s10,4/4/2025,27.7,46,6.9,2.3,West Field
S46,28/02/2025,32.4,59,None,2.7,westField
s14,3/27/2025,28.2,33,7.6,3.3,W field
s18,3/11/2025,15.8,63,missing,3.9,east field
s03,24/03/2025,37.6,29,6.4,1.7,westField
s43,26/02/2025,14,48,5.8,1.8,WEST FIELD
S016,10-Mar-25,28.8,49,7.1,3.2,S field
S58,3/16/2025,20.9,22,6.4,2.1,SOUTH FIELD
S24,3/27/2025,14.6,39,5.5,4,WEST FIELD
S7,2/27/2025,36.8,29,6.9,3.3,Nrth Field
S4,14/03/2025,34.6,9999,7.6,3.8,e field
S011,7-Apr-25,23.3,47,6.2,,north field
s32,26/02/2025,35.1,53,6.8,,North Field
s35,3/16/2025,21.5,64,6.5,3.7,NorthField
s42,2/25/2025,20.5,41,6.3,1.6,EASTFIELD
S053,3/31/2025,14.9,N/A,5.9,1.9,Southfield
s45,25-Feb-25,37.1,52,5.5,1.2,east field
S33,9/4/2025,None,29,6.6,1.3,SOUTH FIELD
s14,3/7/2025,30.9,31,7,1.9,EastField
s41,3/19/2025,36.4,21,5.6,3.3,e field
S59,4/6/2025,19,19,5.9,3.8,WEST FIELD
s17,30/03/2025,18.8,28,6.9,2.4,w field
S021,17/03/2025,31.7,35,6.7,3.9,SOUTH FIELD
s36,22-Mar-25,24.3,65,6.4,1.7,Southfield
s33,30/03/2025,31.5,30,7.3,3.6,Southfield
S20,3/22/2025,27.2,50,None,missing,NORTH FIELD
S011,3/1/2025,32.3,48,6.1,1.4,EastField
s09,3/13/2025,27.7,20,7.6,4.1,Nrth Field
S007,5/4/2025,37.7,20,6.7,None,e field
S013,7/3/2025,21.8,41,5.9,3.2,West Field
s13,2/28/2025,12.4,22,7.7,3.2,NorthField
S054,9/4/2025,35,52,7.1,1.4,Southfield
s11,3/14/2025,21.4,61,6.6,1.3,East Field
s14,28-Feb-25,20.6,35,6.5,3.8,westField
S014,3/14/2025,31.9,22,5.6,2.7,NorthField
s51,13/03/2025,23.4,63,6,2.4,NORTH FIELD
S22,3/7/2025,12.6,53,7.2,,W field
s42,3/4/2025,36.9,18,6.6,2.3,W field
S012,20-Mar-25,14.3,38,6.9,3.4,w field
S022,3/4/2025,16.9,58,6.5,,SOUTH FIELD
s28,4/1/2025,28.2,45,7.5,1.7,east field
s14,3/14/2025,,missing,7.3,2.9,West Field
s57,28-Feb-25,16,N/A,6.2,3.6,S field
S029,3/30/2025,27.7,25,5.8,2.6,South Field
S016,3/23/2025,13.8,37,7,2.8,W field
S043,23/03/2025,27.2,54,6,3.2,Nrth Field
S048,25-Mar-25,16,49,7.4,3.3,NorthField
S041,3/23/2025,25.5,56,7.6,2.3,W field
s25,3/14/2025,29.6,56,6.2,3.5,NorthField
S053,3/23/2025,19.8,57,6.9,N/A,East Field
s47,1/3/2025,35.4,59,7.5,2.1,NORTH FIELD
S054,3/21/2025,28.2,63,6.9,1.6,north field
s52,3/23/2025,25.4,20,5.8,1.5,EastField
S051,4/2/2025,16.8,39,7.1,2.3,Southfield
s21,7/3/2025,25.3,35,5.9,2.9,north field
S037,8/4/2025,23.6,63,5.9,1.7,South Field
s32,2/28/2025,26.6,23,11.9,1.4,EASTFIELD
S050,27-Feb-25,13.9,44,6.6,1.6,NORTH FIELD
S26,2/4/2025,37.5,52,5.7,3.3,EASTFIELD
s39,15/03/2025,32.2,44,N/A,1.7,EastField
s11,3/26/2025,17,19,6.3,3,NorthField
S16,1/3/2025,29.8,58,6.8,2.6,S field
S044,4/6/2025,14.3,26,6.5,1.3,n field
S36,6-Mar-25,35.3,24,7.4,3.3,EASTFIELD
S16,18/03/2025,30.6,40,6.7,1.4,NORTH FIELD
s01,2-Mar-25,30.7,N/A,6.2,1.9,SOUTH FIELD
S047,9/3/2025,30.2,26,6.9,2,West Field
S058,4/9/2025,33.7,48,6.1,1.5,north field
s29,3/4/2025,34.4,65,6.5,3.8,westField
S032,3/1/2025,25.1,60,6,1.9,north field
S058,3/27/2025,35.4,21,6.9,1.5,east field
S037,6-Mar-25,25.2,64,7.8,2.6,w field
s14,3/4/2025,20.9,55,None,3.9,w field
S43,2/25/2025,19.4,38,6.1,1.2,Southfield
S60,3/27/2025,15.9,24,7.1,3.9,north field
S58,4/2/2025,26.9,26,N/A,3,e field
s39,3/5/2025,30.2,47,5.5,1.9,n field
s44,16-Mar-25,33.6,32,7,1.4,S field
s52,1-Apr-25,27.1,20,6.3,4.1,westField
s20,3/28/2025,23.8,22,5.8,None,north field
s30,23-Mar-25,26.1,21,7.3,2.7,NorthField
S047,4/6/2025,29.4,25,6.8,1.8,North Field
S055,8-Mar-25,30.7,56,6.5,3.3,westField
s26,1-Apr-25,36.8,58,7.6,1.6,NORTH FIELD
S003,11/3/2025,26.5,45,5.7,3.5,West Field
s24,3/27/2025,33,50,5.9,2.6,w field
S33,3/24/2025,36.7,52,6.8,1.5,West Field
s08,23/03/2025,17.1,26,6.2,1.7,NORTH FIELD
s38,3/24/2025,31.6,22,5.7,2.9,W field
S56,16/03/2025,12.2,46,6.5,2.4,NORTH FIELD
S38,5/4/2025,22.5,47,6.2,1.7,EASTFIELD
S55,3/29/2025,21.7,25,7.4,2.2,North Field
S14,3/1/2025,14.5,41,6.8,1.9,north field
S016,3/4/2025,22.2,58,7,1.8,east field
S033,4/3/2025,25.3,55,6.8,1.3,SOUTH FIELD
S34,2/26/2025,28,52,6.4,2.7,westField
s32,2/27/2025,33.9,49,6.4,4.1,east field
S37,3/31/2025,23.8,51,6,3.1,NORTH FIELD
S001,3/17/2025,26.4,40,5.5,2.2,SOUTH FIELD
S4,3/11/2025,,20,6.5,3.8,Nrth Field
S021,3/14/2025,18,56,7,2.4,WEST FIELD
S011,6/4/2025,N/A,missing,7.4,4.2,East Field
S052,2/25/2025,130.6,56,6.5,2.6,east field
s35,13/03/2025,23.3,19,N/A,2.2,n field
s40,3/19/2025,14,59,6,2.3,SOUTH FIELD
